Price,Beds,Baths,Sq-ft,Basement,Garage,Rooms,Annual Tax,Style,Year Built,Walkable Score,Bikeable Score,Address,City,Zip
500000,3.0,2.0,1096.0,1,1,,7663.0,Single Family Residential,1935,51.0,62.0,"8 Linden Ln,Plainsboro, NJ 08536",Plainsboro, 08536
250000,2.0,1.0,943.0,0,0,5.0,4855.0,Single Family Residential,,73.0,52.0,"A Woodedge Ave #4,Edison, NJ 08817",Edison, 08817
173500,1.0,1.0,,0,0,3.0,,Condo/Co-op,,62.0,67.0,"32 Judson St Unit 5B,Edison, NJ 08837",Edison, 08837
549000,,,,1,0,,,Single Family Residential,1975,55.0,37.0,"5 Charles Ln,Green Brook Twp., NJ 08812-2160",Green Brook Twp., 08812-2160
399000,3.0,2.5,,1,1,6.0,8338.0,Townhouse,1994,79.0,51.0,"23 Sycamore Rd,Middlesex, NJ 08846",Middlesex, 08846
519000,4.0,2.0,,1,0,7.0,9640.0,Single Family Residential,1955,80.0,56.0,"222 S 8th Ave,Highland Park, NJ 08904",Highland Park, 08904
320000,2.0,2.0,,1,0,4.0,5973.0,Single Family Residential,1989,25.0,32.0,"4401 Birchwood Ct,North Brunswick, NJ 08902",North Brunswick, 08902
385000,4.0,1.5,,1,0,6.0,3257.0,Single Family Residential,1959,39.0,37.0,"34 Glendale Ave,Edison, NJ 08817",Edison, 08817
89900,2.0,1.0,,1,0,4.0,,Single Family Residential,,20.0,29.0,"75 Spotswood Dr,Helmetta, NJ 08828",Helmetta, 08828
779000,4.0,2.5,2594.0,1,1,7.0,,Single Family Residential,,49.0,36.0,"B Plainfield Ave,Piscataway, NJ 08854",Piscataway, 08854
839900,3.0,3.0,2731.0,0,1,9.0,12944.0,Single Family Residential,2021,3.0,27.0,"65 Metro Dr,Monroe, NJ 08831",Monroe, 08831
474000,4.0,2.0,,1,1,6.0,5279.0,Single Family Residential,1948,27.0,30.0,"7 N Shore Blvd,Helmetta, NJ 08828",Helmetta, 08828
565000,4.0,1.5,1596.0,1,0,9.0,11319.0,Single Family Residential,1912,64.0,63.0,"119 Donaldson St,Highland Park, NJ 08904",Highland Park, 08904
415000,2.0,2.5,1694.0,1,1,5.0,8437.0,Townhouse,1994,79.0,51.0,"13 Sycamore Rd,Middlesex, NJ 08846",Middlesex, 08846
330000,2.0,2.0,,0,0,5.0,5284.0,Condo/Co-op,1989,57.0,43.0,"339 Wimbeldon Ct,North Brunswick, NJ 08902",North Brunswick, 08902
550000,4.0,2.0,1074.0,1,1,,8268.0,Single Family Residential,1935,79.0,48.0,"218 Grove Ave,Woodbridge, NJ 07095",Woodbridge, 07095
460000,4.0,1.0,775.0,0,0,6.0,6432.0,Single Family Residential,1952,80.0,51.0,"69 Ovington Ave,Edison, NJ 08817",Edison, 08817
689000,4.0,2.0,2232.0,1,0,11.0,9890.0,Single Family Residential,1940,14.0,25.0,"6 Manor Pl,East Brunswick, NJ 08816",East Brunswick, 08816
679000,4.0,3.0,,0,1,8.0,6106.0,Single Family Residential,1981,26.0,33.0,"552 Grove Ave,Edison, NJ 08820",Edison, 08820
579900,3.0,2.0,,1,1,7.0,12544.0,Single Family Residential,1951,49.0,44.0,"1110 Clinton Ave,South Plainfield, NJ 07080",South Plainfield, 07080
1050000,,,,1,0,10.0,2131.0,Vacant Land,,72.0,50.0,"12 Laurel Pl,New Brunswick, NJ 08901",New Brunswick, 08901
723116,3.0,2.5,2072.0,0,1,8.0,1.0,Single Family Residential,,32.0,42.0,"64 Depot Way #1121,Dunellen, NJ 08812",Dunellen, 08812
475000,4.0,3.5,2215.0,0,1,7.0,9195.0,Single Family Residential,1988,58.0,44.0,"4301 N Oaks Blvd,North Brunswick, NJ 08902",North Brunswick, 08902
1000000,5.0,4.5,5356.0,1,1,15.0,20410.0,Single Family Residential,2007,1.0,25.0,"14 St James St,Monroe, NJ 08831",Monroe, 08831
180000,1.0,1.0,,1,0,,,Condo/Co-op,,64.0,58.0,"55B Gramercy Gdns,Middlesex Boro, NJ 08846",Middlesex Boro, 08846
625000,4.0,2.5,2003.0,1,1,9.0,10538.0,Single Family Residential,1977,16.0,31.0,"452 Marlboro Rd,Old Bridge, NJ 08857",Old Bridge, 08857
795000,3.0,3.0,,1,1,,10787.0,Single Family Residential,2016,1.0,28.0,"248 Diamond Spring Dr,Monroe Township, NJ 08831",Monroe Township, 08831
525000,4.0,1.5,1968.0,1,1,8.0,8630.0,Single Family Residential,1964,14.0,36.0,"311 Roosevelt Ave,Piscataway, NJ 08854",Piscataway, 08854
769990,3.0,3.0,2731.0,0,0,,,Single Family Residential,1974,45.0,38.0,"18 Fillmore Dr,Monroe, NJ 08831",Monroe, 08831
349000,2.0,2.0,1263.0,1,0,,9561.0,Condo/Co-op,,43.0,62.0,"2041 Windrow Dr,Princeton, NJ 08540",Princeton, 08540
500000,4.0,3.0,2570.0,1,1,9.0,8571.0,Single Family Residential,1947,56.0,36.0,"420 Parker Ave,South Amboy, NJ 08879",South Amboy, 08879
299999,2.0,1.0,559.0,1,0,,,Condo/Co-op,,69.0,34.0,"214 Cricket Ln,Woodbridge Twp., NJ 07095-1513",Woodbridge Twp., 07095-1513
634900,3.0,2.0,2400.0,0,1,6.0,11167.0,Single Family Residential,,17.0,19.0,"33 Davidsons Mill Rd,South Brunswick, NJ 08902",South Brunswick, 08902
575000,2.0,2.5,1310.0,1,1,5.0,5600.0,Condo/Co-op,,98.0,68.0,"1 Spring 2402 St #2402,New Brunswick, NJ 08901",New Brunswick, 08901
645000,5.0,2.0,2136.0,0,1,,9684.0,Single Family Residential,1952,62.0,43.0,"105 Winthrop Rd,Edison, NJ 08817",Edison, 08817
680000,3.0,2.5,2825.0,1,1,,3766.0,Vacant Land,,7.0,45.0,"43 Riverwalk,Plainsboro, NJ 08536",Plainsboro, 08536
600740,2.0,2.5,,0,1,5.0,4600.0,Single Family Residential,,35.0,36.0,"101 Lyla Ln,New Brunswick, NJ 08901",New Brunswick, 08901
515000,4.0,3.0,1884.0,1,0,,,Single Family Residential,1968,62.0,41.0,"910 Dorn Ave,Middlesex Boro, NJ 08846-1230",Middlesex Boro, 08846-1230
689900,4.0,2.5,,1,1,9.0,13600.0,Single Family Residential,,38.0,41.0,"116 Smith St,South Plainfield, NJ 07080",South Plainfield, 07080
2500000,,,,1,1,,15431.0,Vacant Land,,6.0,13.0,"39 N State Home Rd,Monroe, NJ 08831",Monroe, 08831
999000,7.0,3.0,2083.0,1,0,13.0,18192.0,Single Family Residential,1872,91.0,63.0,"84 Guilden St,New Brunswick, NJ 08901",New Brunswick, 08901
425000,3.0,1.0,,1,1,6.0,7982.0,Single Family Residential,1950,69.0,46.0,"306 Cook Ave,Middlesex, NJ 08846",Middlesex, 08846
599900,4.0,3.0,,1,0,9.0,5409.0,Single Family Residential,1987,66.0,47.0,"24 Henderson Rd,South Brunswick, NJ 08824",South Brunswick, 08824
475000,3.0,2.0,1295.0,1,1,5.0,6201.0,Single Family Residential,1910,74.0,49.0,"20 Highland St,East Brunswick, NJ 08816",East Brunswick, 08816
359000,3.0,1.5,1087.0,1,0,6.0,8484.0,Single Family Residential,,10.0,31.0,"34 State Route 35 Hwy,Old Bridge, NJ 08879",Old Bridge, 08879
325000,3.0,2.0,,1,1,6.0,7789.0,Single Family Residential,1950,54.0,48.0,"903 Old Bridge Tpke,East Brunswick, NJ 08816",East Brunswick, 08816
579900,4.0,2.5,,0,0,,6494.0,Single Family Residential,1954,23.0,29.0,"5 Andover Rd,Old Bridge, NJ 08857",Old Bridge, 08857
575000,,,2918.0,1,0,10.0,7894.0,Single Family Residential,1896,87.0,48.0,"170 Brighton Ave,Perth Amboy, NJ 08861",Perth Amboy, 08861
399900,3.0,1.5,1154.0,1,0,5.0,8163.0,Single Family Residential,1969,65.0,40.0,"427 Hamilton Ave,Perth Amboy, NJ 08861",Perth Amboy, 08861
385000,2.0,2.5,1589.0,0,1,7.0,3494.0,Single Family Residential,,50.0,40.0,"22 Glastonbury Dr Unit B,Monroe, NJ 08831",Monroe, 08831
742990,2.0,2.5,1930.0,1,0,,,,,31.0,36.0,"Greenwich Plan,New Brunswick, NJ 08901",New Brunswick, 08901
665000,3.0,3.0,,0,1,9.0,7400.0,Single Family Residential,2007,11.0,27.0,"4 Merlot Ct,Monroe, NJ 08831",Monroe, 08831
690000,4.0,2.5,2460.0,1,1,,12304.0,Single Family Residential,2002,8.0,27.0,"31 S Shore Blvd,Monroe Township, NJ 08831",Monroe Township, 08831
519000,4.0,2.0,2034.0,0,1,9.0,7650.0,Single Family Residential,1944,17.0,43.0,"104 Lakeside Dr N,Piscataway, NJ 08854",Piscataway, 08854
1650000,5.0,5.5,1992.0,1,1,10.0,37.0,Single Family Residential,1800,1.0,20.0,"133 Old Beekman Rd,South Brunswick, NJ 08852",South Brunswick, 08852
240000,2.0,2.0,1374.0,1,1,7.0,1499.0,Condo/Co-op,,24.0,32.0,"253-O Mystic Ln,Monroe, NJ 08831",Monroe, 08831
377900,3.0,2.0,,1,1,6.0,5360.0,Single Family Residential,,88.0,50.0,"B First St,Perth Amboy, NJ 08861",Perth Amboy, 08861
769000,6.0,4.0,2500.0,1,0,,,Single Family Residential,,69.0,51.0,"9B Wright Pl,New Brunswick City, NJ 08901-3228",New Brunswick City, 08901-3228
32500,,,,1,0,,,Single Family Residential,,42.0,76.0,"Lot 19 Fox Run Dr,Williamsburg, IA 52361",Williamsburg,
330000,3.0,1.0,780.0,1,0,6.0,4202.0,Single Family Residential,1925,47.0,49.0,"190 Cleveland Ave,Old Bridge, NJ 08879",Old Bridge, 08879
435000,3.0,2.5,2463.0,0,1,9.0,9937.0,Condo/Co-op,2007,78.0,42.0,"368 Rector St #502,Perth Amboy, NJ 08861",Perth Amboy, 08861
599900,4.0,2.0,,0,1,8.0,9025.0,Single Family Residential,1962,36.0,35.0,"26 Hansen Rd,Old Bridge, NJ 08857",Old Bridge, 08857
1500000,5.0,4.5,3700.0,1,1,10.0,3980.0,Single Family Residential,,1.0,20.0,"4 Joye Ln,South Brunswick, NJ 08852",South Brunswick, 08852
898995,2.0,2.5,2432.0,1,0,,,,,6.0,26.0,"Grinnell Plan,Cranbury, NJ 08512",Cranbury, 08512
499000,4.0,2.0,834.0,1,1,10.0,3913.0,Single Family Residential,1947,70.0,57.0,"163 Brower Ave,Edison, NJ 08837",Edison, 08837
579900,4.0,2.5,2056.0,0,1,7.0,11214.0,Single Family Residential,1990,17.0,69.0,"34 Ashford Dr,Plainsboro, NJ 08536",Plainsboro, 08536
1250000,4.0,2.5,2576.0,1,0,,9854.0,Single Family Residential,2010,0.0,25.0,"177 Federal Rd,Monroe Twp, NJ 08831",Monroe Twp, 08831
549900,4.0,2.0,1360.0,1,1,7.0,4686.0,Single Family Residential,1960,68.0,50.0,"13 Eardley Rd,Edison, NJ 08817",Edison, 08817
559000,4.0,2.0,2018.0,1,0,8.0,12275.0,Single Family Residential,1963,28.0,32.0,"47 University Rd,East Brunswick, NJ 08816",East Brunswick, 08816
350000,2.0,2.0,,0,0,6.0,5744.0,Single Family Residential,,64.0,44.0,"107 Keystone Ct Unit 107c,Woodbridge Proper, NJ 07095",Woodbridge Proper, 07095
549900,4.0,2.0,1912.0,1,1,9.0,8715.0,Single Family Residential,1950,72.0,60.0,"905 Cranbury Cross Rd,North Brunswick, NJ 08902",North Brunswick, 08902
273000,,,,1,0,,,Single Family Residential,,70.0,50.0,"21 Catherine St,Carteret, NJ 07008",Carteret, 07008
273000,2.0,1.0,1039.0,0,0,5.0,3840.0,Condo/Co-op,1988,13.0,29.0,"1909 Tanglewood Ct #1909,Helmetta, NJ 08828",Helmetta, 08828
380000,5.0,2.0,,1,1,9.0,7537.0,Single Family Residential,1930,75.0,49.0,"423 Henry St,South Amboy, NJ 08879",South Amboy, 08879
350000,3.0,2.0,1628.0,1,0,,,Condo/Co-op,,16.0,28.0,"348A Jutland Dr,Monroe, NJ 08831",Monroe, 08831
299999,,,,1,1,,3011.0,Vacant Land,,49.0,41.0,"34 Patton Dr,Sayreville, NJ 08872",Sayreville, 08872
96259,2.0,1.0,,0,0,5.0,3064.0,Condo/Co-op,,28.0,31.0,"7 Wycoff Way E,East Brunswick, NJ 08816",East Brunswick, 08816
756000,4.0,3.0,,0,1,7.0,10593.0,Single Family Residential,1973,14.0,39.0,"13 Stafford Rd,South Brunswick, NJ 08852",South Brunswick, 08852
701990,2.0,2.5,1654.0,1,0,,,,,31.0,36.0,"Union Plan,New Brunswick, NJ 08901",New Brunswick, 08901
750000,5.0,4.5,2366.0,1,1,10.0,14683.0,Single Family Residential,1972,9.0,28.0,"233 Dunhams Corner Rd,East Brunswick, NJ 08816",East Brunswick, 08816
1388000,6.0,7.0,6524.0,1,1,11.0,28847.0,Single Family Residential,1992,5.0,25.0,"28 Beaverdam Dr,East Brunswick, NJ 08816",East Brunswick, 08816
1089000,5.0,2.5,32225.0,1,1,10.0,5093.0,Single Family Residential,,1.0,21.0,"22 White Pine Rd,South Brunswick, NJ 08831",South Brunswick, 08831
399900,4.0,2.0,1580.0,1,1,7.0,4393.0,Single Family Residential,1920,84.0,76.0,"184 Hale St,New Brunswick, NJ 08901",New Brunswick, 08901
485000,3.0,2.0,1304.0,1,1,7.0,8256.0,Single Family Residential,1957,50.0,38.0,"244 St. Marks Ave,Piscataway, NJ 08854",Piscataway, 08854
299999,1.0,1.0,,1,0,4.0,3389.0,Single Family Residential,1930,43.0,43.0,"438 Brookside Ave,South Amboy, NJ 08879",South Amboy, 08879
450000,2.0,2.0,1661.0,0,1,4.0,5904.0,Single Family Residential,2003,17.0,27.0,"21 Appleby Dr,Helmetta, NJ 08828",Helmetta, 08828
429000,2.0,2.0,,0,1,5.0,5308.0,Condo/Co-op,,32.0,35.0,"8322 Falston Cir,Old Bridge, NJ 08857",Old Bridge, 08857
419000,2.0,2.5,1293.0,1,1,7.0,6830.0,Single Family Residential,1984,26.0,33.0,"81 Diamond Ln,Old Bridge, NJ 08857",Old Bridge, 08857
950000,5.0,3.0,2900.0,1,1,12.0,17651.0,Single Family Residential,2006,36.0,44.0,"26 Melbloum Ln,Edison, NJ 08837",Edison, 08837
429000,3.0,2.0,,1,1,8.0,9635.0,Single Family Residential,1930,69.0,46.0,"15 Pergola Ave,Jamesburg, NJ 08831",Jamesburg, 08831
605000,4.0,2.0,2000.0,1,0,,,Single Family Residential,1950,55.0,44.0,"240 Cedar St,South Bound Brook Boro, NJ 08880-1355",South Bound Brook Boro, 08880-1355
769000,,,,1,1,10.0,11571.0,Multi-Family (2-4 Unit),,65.0,50.0,"A Wright Pl,New Brunswick, NJ 08901",New Brunswick, 08901
389000,2.0,2.0,1241.0,0,1,5.0,7148.0,Condo/Co-op,2006,87.0,47.0,"358 Rector St #609,Perth Amboy, NJ 08861",Perth Amboy, 08861
359000,2.0,1.5,1655.0,0,1,5.0,1425.0,Condo/Co-op,1987,87.0,47.0,"40 Fayette St #66,Perth Amboy, NJ 08861",Perth Amboy, 08861
899000,6.0,4.0,3137.0,0,1,10.0,,Single Family Residential,,72.0,51.0,"414 Victoria Dr,Piscataway, NJ 08854",Piscataway, 08854
515000,4.0,2.5,,1,0,8.0,13598.0,Single Family Residential,2002,42.0,36.0,"52 N Wilson Ave,Milltown, NJ 08850",Milltown, 08850
519900,6.0,2.0,1932.0,1,0,10.0,7762.0,Single Family Residential,1901,87.0,57.0,"387 Market St,Perth Amboy, NJ 08861",Perth Amboy, 08861
449014,3.0,1.5,,1,0,7.0,7524.0,Single Family Residential,1925,83.0,53.0,"514 Front St,Dunellen, NJ 08812",Dunellen, 08812
399900,3.0,1.5,1373.0,1,1,6.0,7028.0,Single Family Residential,,13.0,22.0,"9 Exeter Ct,Sayreville, NJ 08872",Sayreville, 08872
899900,3.0,1.5,1500.0,1,1,6.0,9662.0,Single Family Residential,,81.0,50.0,"1610 Oak Tree Rd,Iselin, NJ 08830",Iselin, 08830
1600000,3.0,,10000.0,1,0,,,Multi-Family (5+ Unit),,82.0,76.0,"198-200 E Main St,Bound Brook, NJ 08805",Bound Brook, 08805
180000,,,1472.0,1,0,,2853.0,Single Family Residential,1920,77.0,67.0,"6 Anderson St,South River, NJ 08882",South River, 08882
1090000,4.0,2.5,4507.0,1,1,11.0,19004.0,Single Family Residential,2002,4.0,25.0,"12 Carly Ct,Monroe, NJ 08831",Monroe, 08831
799000,4.0,2.5,2594.0,1,1,,,Single Family Residential,,49.0,36.0,"D Plainfield Ave,Piscataway, NJ 08854",Piscataway, 08854
620000,3.0,2.5,2126.0,1,1,,10402.0,Townhouse,1986,38.0,73.0,"149 Tennyson Dr,Plainsboro, NJ 08536",Plainsboro, 08536
495000,3.0,1.5,1794.0,0,0,9.0,7262.0,Single Family Residential,1957,68.0,49.0,"124 9th St,Piscataway, NJ 08854",Piscataway, 08854
550000,6.0,2.5,1152.0,1,0,,6920.0,Single Family Residential,1945,73.0,79.0,"434 Plainsboro Rd,Plainsboro, NJ 08536",Plainsboro, 08536
675490,2.0,2.0,1838.0,1,0,,,,,8.0,30.0,"Davenport Plan,Monroe Township, NJ 08831",Monroe Township, 08831
299900,1.0,1.0,,0,0,4.0,4245.0,Condo/Co-op,,68.0,47.0,"439 Meade Ct,East Brunswick, NJ 08816",East Brunswick, 08816
599900,3.0,1.0,1414.0,1,1,7.0,10495.0,Single Family Residential,1920,48.0,39.0,"455 Ryders Ln,East Brunswick, NJ 08816",East Brunswick, 08816
399900,3.0,2.5,1288.0,0,0,8.0,6292.0,Townhouse,1989,46.0,42.0,"70 Clay St,North Brunswick, NJ 08902",North Brunswick, 08902
385900,2.0,2.5,,1,0,6.0,6161.0,Single Family Residential,,21.0,15.0,"26 Pero Ct,Sayreville, NJ 08872",Sayreville, 08872
685000,2.0,2.5,3300.0,1,0,,,Townhouse,2005,55.0,45.0,"14 Ayers Ct #14,Metuchen Boro, NJ 08840-1172",Metuchen Boro, 08840-1172
541390,2.0,2.0,,0,1,5.0,4300.0,Single Family Residential,,36.0,35.0,"206 Peyton Pl,New Brunswick, NJ 08901",New Brunswick, 08901
500000,5.0,3.0,1579.0,1,1,,9742.0,Single Family Residential,1949,69.0,58.0,"20 Mcguire St,Metuchen, NJ 08840",Metuchen, 08840
649000,,,3036.0,1,0,14.0,9571.0,Multi-Family (2-4 Unit),,76.0,43.0,"5 Mcpherson St,South River, NJ 08882",South River, 08882
359000,3.0,2.0,,1,0,7.0,4906.0,Single Family Residential,1914,74.0,59.0,"242 2nd St,South Amboy, NJ 08879",South Amboy, 08879
559900,2.0,2.5,1971.0,0,1,7.0,3326.0,Single Family Residential,,9.0,28.0,"432 Andover Dr Unit C,Monroe, NJ 08831",Monroe, 08831
899990,4.0,2.5,2827.0,1,0,,,,,0.0,25.0,"Hancock V Plan,Old Bridge, NJ 08857",Old Bridge, 08857
980000,5.0,3.0,3000.0,0,1,15.0,9874.0,Single Family Residential,1959,23.0,25.0,"16 Newman Rd,South Brunswick, NJ 08824",South Brunswick, 08824
889900,4.0,2.5,2730.0,1,1,10.0,15200.0,Single Family Residential,2004,14.0,30.0,"3 Raven Dr,Old Bridge, NJ 08857",Old Bridge, 08857
825000,4.0,3.0,2683.0,0,1,12.0,13268.0,Single Family Residential,1952,57.0,43.0,"10 Markham Rd,Edison, NJ 08817",Edison, 08817
399999,3.0,1.0,,1,1,6.0,5816.0,Single Family Residential,1960,59.0,44.0,"647 S Washington Ave,Piscataway, NJ 08854",Piscataway, 08854
359999,3.0,1.0,1241.0,1,0,,2022.0,Single Family Residential,1948,38.0,40.0,"13 Anne St,South River, NJ 08882",South River, 08882
347000,3.0,2.0,1266.0,0,1,7.0,3287.0,Single Family Residential,,17.0,31.0,"B Cistus Plz,Monroe, NJ 08831",Monroe, 08831
479900,4.0,2.0,1584.0,1,0,8.0,9654.0,Single Family Residential,1952,67.0,48.0,"424 Cook Ave,Middlesex, NJ 08846",Middlesex, 08846
429900,2.0,2.5,1972.0,0,1,7.0,4512.0,Condo/Co-op,1977,40.0,32.0,"441A New Haven Way Unit 441A,Monroe, NJ 08831",Monroe, 08831
789990,3.0,3.5,2913.0,0,0,,,Single Family Residential,1986,6.0,25.0,"29 Fillmore Dr,Monroe, NJ 08831",Monroe, 08831
479900,3.0,2.0,1607.0,1,1,6.0,9763.0,Single Family Residential,1952,54.0,40.0,"685 Barron Ave,Woodbridge Proper, NJ 07095",Woodbridge Proper, 07095
575000,6.0,2.0,,1,0,,,Single Family Residential,1949,68.0,62.0,"16 Atlantic St,Metuchen, NJ 08840",Metuchen, 08840
479900,,,1296.0,1,0,5.0,12145.0,Single Family Residential,1955,86.0,78.0,"25 Cedar Ave,Highland Park, NJ 08904",Highland Park, 08904
1000000,,,,1,0,,,Vacant Land,,35.0,30.0,"0 Melrose And Kearney Ave,South Amboy, NJ 08879",South Amboy, 08879
425000,3.0,1.5,,1,0,10.0,6219.0,Single Family Residential,1911,40.0,37.0,"173 Easy St,Edison, NJ 08817",Edison, 08817
419900,3.0,1.0,1408.0,1,0,6.0,7159.0,Single Family Residential,1952,39.0,33.0,"304 Buckelew Ave,Monroe, NJ 08831",Monroe, 08831
620000,4.0,3.0,,1,1,9.0,10067.0,Single Family Residential,1934,68.0,65.0,"43 Claremont Ave,North Brunswick, NJ 08902",North Brunswick, 08902
390000,2.0,2.0,,0,0,5.0,6382.0,Condo/Co-op,,32.0,44.0,"2426 Edward Stec Blvd,Edison, NJ 08837",Edison, 08837
474900,3.0,1.5,,0,1,6.0,7103.0,Single Family Residential,1957,29.0,32.0,"22 Cambridge Rd,South Brunswick, NJ 08824",South Brunswick, 08824
294000,2.0,1.0,1204.0,1,0,,4076.0,Single Family Residential,1984,27.0,31.0,"4 Sweetgum Ln,Monmouth Junction, NJ 08852",Monmouth Junction, 08852
1050000,4.0,3.5,3569.0,1,1,10.0,18204.0,Single Family Residential,2018,0.0,27.0,"6 Ryder Ct,Monroe, NJ 08831",Monroe, 08831
479000,3.0,1.5,1590.0,1,1,8.0,7254.0,Single Family Residential,1958,41.0,39.0,"8 Mabaline Rd,Old Bridge, NJ 08857",Old Bridge, 08857
200000,1.0,1.0,658.0,0,0,3.0,5227.0,Single Family Residential,1928,47.0,42.0,"44 South St,Spotswood, NJ 08884",Spotswood, 08884
510000,,,,1,0,12.0,6000.0,Single Family Residential,1900,93.0,66.0,"351 Handy St,New Brunswick, NJ 08901",New Brunswick, 08901
285000,3.0,2.0,,1,0,6.0,,Single Family Residential,,12.0,28.0,"67 Gerard Ct,Spotswood, NJ 08884",Spotswood, 08884
549000,3.0,2.0,,1,1,7.0,7716.0,Single Family Residential,,27.0,35.0,"504 Tompkins Ave,South Plainfield, NJ 07080",South Plainfield, 07080
639950,6.0,2.5,2200.0,1,1,10.0,9503.0,Single Family Residential,1900,87.0,58.0,"38 Duke St,New Brunswick, NJ 08901",New Brunswick, 08901
605990,2.0,3.0,1238.0,1,0,,,,,31.0,36.0,"Murray Hill Plan,New Brunswick, NJ 08901",New Brunswick, 08901
475000,3.0,2.5,,0,1,8.0,9718.0,Single Family Residential,2015,61.0,44.0,"18 Sharot St,Carteret, NJ 07008",Carteret, 07008
447000,4.0,2.5,2058.0,1,0,7.0,6471.0,Single Family Residential,1907,54.0,35.0,"83 Smullen St,Sayreville, NJ 08872",Sayreville, 08872
699900,4.0,2.0,,1,1,9.0,15355.0,Single Family Residential,1926,40.0,36.0,"26 Oak Hills Rd,Edison, NJ 08820",Edison, 08820
295000,2.0,2.0,1486.0,1,0,,,Condo/Co-op,,43.0,33.0,"387A Newport Way Unit A,Monroe Twp., NJ 08831-1823",Monroe Twp., 08831-1823
708140,3.0,2.0,1925.0,1,0,,,,,6.0,27.0,"6 Fillmore Dr,Monroe Township, NJ 08831",Monroe Township, 08831
389950,4.0,1.0,780.0,1,1,6.0,6598.0,Single Family Residential,1947,69.0,47.0,"9 Short St,Edison, NJ 08817",Edison, 08817
850000,5.0,3.0,2910.0,0,1,7.0,14825.0,Single Family Residential,1951,71.0,50.0,"10 Idlewild Rd,Edison, NJ 08817",Edison, 08817
575000,2.0,3.5,1724.0,0,1,6.0,8814.0,Single Family Residential,,7.0,13.0,"2206 Stelmaszek Rd,Sayreville, NJ 08859",Sayreville, 08859
550000,3.0,3.0,1529.0,1,1,7.0,7094.0,Single Family Residential,1958,48.0,37.0,"3 Mark Pl,Old Bridge, NJ 08857",Old Bridge, 08857
475000,5.0,2.5,2141.0,1,1,8.0,8969.0,Single Family Residential,1910,50.0,33.0,"405 Prospect St,South Amboy, NJ 08879",South Amboy, 08879
399999,3.0,2.5,1280.0,0,0,6.0,4739.0,Single Family Residential,1984,25.0,31.0,"92 Doe Ct,South Brunswick, NJ 08852",South Brunswick, 08852
425000,3.0,2.0,1848.0,0,1,9.0,6336.0,Single Family Residential,1962,56.0,47.0,"1853 Hughes Ter,Piscataway, NJ 08854",Piscataway, 08854
419000,,,,1,0,,5665.0,Single Family Residential,1900,90.0,76.0,"137 Townsend St,New Brunswick, NJ 08901",New Brunswick, 08901
535000,4.0,3.0,2108.0,1,0,7.0,12632.0,Single Family Residential,1947,34.0,26.0,"67 Lyons Ave,Woodbridge Proper, NJ 07095",Woodbridge Proper, 07095
315000,2.0,2.0,1150.0,1,0,,,Condo/Co-op,,24.0,32.0,"261N Middlebury Ln Unit N,Monroe Twp., NJ 08831-6647",Monroe Twp., 08831-6647
594888,3.0,2.0,1572.0,1,0,6.0,7086.0,Single Family Residential,1960,44.0,40.0,"16 Mercer Rd,Old Bridge, NJ 08857",Old Bridge, 08857
335000,2.0,2.0,1264.0,0,0,5.0,6198.0,Condo/Co-op,2006,56.0,36.0,"540 Cranbury Rd #318,East Brunswick, NJ 08816",East Brunswick, 08816
399900,3.0,2.0,1258.0,1,1,6.0,11503.0,Single Family Residential,,70.0,46.0,"300 Mawbey St,Woodbridge Proper, NJ 07095",Woodbridge Proper, 07095
839900,4.0,3.0,,0,1,7.0,12024.0,Single Family Residential,1984,19.0,33.0,"2 Thatcher Ct,Edison, NJ 08820",Edison, 08820
550000,4.0,2.5,2576.0,1,1,9.0,15091.0,Single Family Residential,1980,42.0,39.0,"10 Regal Ct,North Brunswick, NJ 08902",North Brunswick, 08902
770000,3.0,2.5,3227.0,1,1,,13036.0,Single Family Residential,2020,27.0,30.0,"26 Hyacinth Ln,Monroe Township, NJ 08831",Monroe Township, 08831
369900,2.0,2.0,1448.0,0,1,6.0,2513.0,Single Family Residential,,29.0,30.0,"A Roxbury Ln,Monroe, NJ 08831",Monroe, 08831
499900,3.0,2.0,1372.0,0,1,7.0,9718.0,Single Family Residential,1966,15.0,25.0,"260 Edwards Pl,North Brunswick, NJ 08902",North Brunswick, 08902
320000,2.0,1.5,,0,1,7.0,5578.0,Single Family Residential,1986,84.0,54.0,"493 Fayette St,Perth Amboy, NJ 08861",Perth Amboy, 08861
499000,3.0,1.0,,1,0,7.0,6549.0,Single Family Residential,1954,34.0,27.0,"37 Merritt Ave,South Amboy, NJ 08879",South Amboy, 08879
599000,2.0,2.0,,0,1,7.0,7753.0,Single Family Residential,2005,21.0,31.0,"186 Valencia Dr,Monroe, NJ 08831",Monroe, 08831
959000,5.0,4.0,2895.0,1,1,11.0,,Single Family Residential,1934,33.0,43.0,"150 Central Ave,Piscataway, NJ 08854",Piscataway, 08854
475000,4.0,2.0,,1,0,9.0,7199.0,Single Family Residential,1941,45.0,40.0,"1253 Brookside Rd,Piscataway, NJ 08854",Piscataway, 08854
1162535,4.0,3.5,3164.0,1,1,,17164.0,Single Family Residential,,6.0,26.0,"4 Cole Pl,Cranbury, NJ 08512",Cranbury, 08512
374900,2.0,2.0,1196.0,0,1,8.0,6260.0,Condo/Co-op,,42.0,43.0,"601 Jesse Way,Piscataway, NJ 08854",Piscataway, 08854
