Price,Beds,Baths,Sq-ft,Basement,Garage,Rooms,Annual Tax,Style,Year Built,Walkable Score,Bikeable Score,Address,City,Zip
1450000,5.0,4.5,3516.0,1,1,10.0,25410.0,Single Family Residential,2006,32.0,34.0,"3 Sovar Ct,Edison, NJ 08820",Edison, 08820
399900,2.0,2.0,1208.0,1,0,,2022.0,Condo/Co-op,2007,28.0,31.0,"1054 Morning Glory Dr #1054,Monroe, NJ 08831",Monroe, 08831
519000,2.0,2.0,1306.0,1,0,5.0,1641.0,Multi-Family (2-4 Unit),,2.0,20.0,"1128 Vanderbergh Blvd,Monroe, NJ 08831",Monroe, 08831
377345,,,,1,0,,,Multi-Family (2-4 Unit),,61.0,58.0,"61 Whitehead Ave,South River, NJ 08882",South River, 08882
875898,5.0,3.0,,0,1,11.0,,Single Family Residential,1951,72.0,53.0,"36 Runyon Ave,Edison, NJ 08817",Edison, 08817
110000,2.0,1.0,,1,0,5.0,,Single Family Residential,,46.0,41.0,"14 Christina Dr,Avenel, NJ 07001",Avenel, 07001
197999,2.0,1.0,702.0,0,0,5.0,1551.0,Condo/Co-op,,28.0,41.0,"18 College Dr,Edison, NJ 08817",Edison, 08817
738550,4.0,2.5,,1,0,,,Single Family Residential,1976,19.0,33.0,"13 Dorothy Ln,East Brunswick Twp., NJ 08850",East Brunswick Twp., 08850
595500,3.0,1.5,,1,0,,,Single Family Residential,1954,4.0,11.0,"1807 Woodland Ter,Bridgewater Twp., NJ 08805-1436",Bridgewater Twp., 08805-1436
405000,3.0,2.0,948.0,1,0,7.0,5048.0,Single Family Residential,1942,46.0,57.0,"116 Mckinley Ave,South Amboy, NJ 08879",South Amboy, 08879
424999,5.0,1.0,1734.0,1,0,8.0,5160.0,Single Family Residential,1953,48.0,46.0,"84 Marion St,Carteret, NJ 07008",Carteret, 07008
519900,2.0,2.0,1241.0,0,0,6.0,7278.0,Single Family Residential,,98.0,68.0,"1 Spring St #2203,New Brunswick, NJ 08901",New Brunswick, 08901
500000,4.0,2.0,2000.0,1,0,10.0,8456.0,Single Family Residential,1940,73.0,38.0,"333-335 George St,South Amboy, NJ 08879",South Amboy, 08879
525000,3.0,3.0,1812.0,0,1,10.0,7943.0,Single Family Residential,2003,14.0,27.0,"27 George W Helme Dr,Helmetta, NJ 08828",Helmetta, 08828
591990,2.0,3.0,2108.0,1,0,,,,,8.0,30.0,"Astor - Two-Story Plan,Monroe Township, NJ 08831",Monroe Township, 08831
264900,2.0,2.0,1151.0,0,1,6.0,1579.0,Condo/Co-op,1987,48.0,39.0,"22H Rothwell Dr Unit 22H,Monroe, NJ 08831",Monroe, 08831
750000,,,,1,0,,1459.0,Multi-Family (2-4 Unit),,75.0,53.0,"62 Mitchell Ave,New Brunswick, NJ 08901",New Brunswick, 08901
380000,2.0,2.5,1332.0,0,0,5.0,4780.0,Single Family Residential,,6.0,27.0,"812 Darlington Dr,Old Bridge, NJ 08857",Old Bridge, 08857
619500,4.0,2.0,1852.0,0,1,9.0,6995.0,Single Family Residential,1961,23.0,31.0,"6 Kim Ct,Old Bridge, NJ 08857",Old Bridge, 08857
775000,,,3160.0,1,0,16.0,11743.0,Single Family Residential,1929,85.0,46.0,"358 Lawrie St,Perth Amboy, NJ 08861",Perth Amboy, 08861
825000,,,,1,0,,12753.0,Vacant Land,,22.0,26.0,"26 Mare Haven Ct,North Brunswick, NJ 08902",North Brunswick, 08902
699000,6.0,2.0,2768.0,1,1,13.0,11839.0,Single Family Residential,1920,61.0,39.0,"424 Portia St,South Amboy, NJ 08879",South Amboy, 08879
468000,3.0,2.0,1488.0,1,1,8.0,6825.0,Single Family Residential,1944,39.0,43.0,"2106 Bell Pl,South Plainfield, NJ 07080",South Plainfield, 07080
399000,2.0,2.0,1415.0,0,1,7.0,3414.0,Single Family Residential,1991,15.0,26.0,"10B Edinburgh Dr,Monroe, NJ 08831",Monroe, 08831
350000,2.0,2.5,1283.0,1,1,5.0,6042.0,Single Family Residential,,53.0,51.0,"558 Great Beds Ct,Perth Amboy, NJ 08861",Perth Amboy, 08861
389000,2.0,2.0,1260.0,1,0,,1935.0,Single Family Residential,,36.0,33.0,"361-C Old Nassau Rd,Monroe Township, NJ 08831",Monroe Township, 08831
999000,5.0,3.0,3976.0,1,1,10.0,20309.0,Single Family Residential,1989,11.0,27.0,"2 Pine Meadow Ct,East Brunswick, NJ 08816",East Brunswick, 08816
300000,2.0,1.5,,1,1,5.0,4640.0,Single Family Residential,1905,64.0,36.0,"66 Hillside Ave,South River, NJ 08882",South River, 08882
369900,4.0,3.5,2245.0,1,1,12.0,6873.0,Townhouse,,47.0,49.0,"748 Harbortown Blvd,Perth Amboy, NJ 08861",Perth Amboy, 08861
355000,2.0,2.0,1100.0,0,0,6.0,7406.0,Condo/Co-op,1987,90.0,77.0,"201 S 2nd Ave #24,Highland Park, NJ 08904",Highland Park, 08904
499000,3.0,2.0,1334.0,1,1,6.0,6515.0,Single Family Residential,1905,35.0,35.0,"237 Manalapan Rd,Spotswood, NJ 08884",Spotswood, 08884
449900,3.0,2.5,,0,1,7.0,6931.0,Single Family Residential,,46.0,39.0,"7 Vandeventer Ct,Sayreville, NJ 08872",Sayreville, 08872
699000,4.0,3.0,2650.0,1,1,9.0,11350.0,Single Family Residential,1957,32.0,37.0,"100 Hill Hollow Rd,South Plainfield, NJ 07080",South Plainfield, 07080
349900,2.0,2.0,,1,0,5.0,5665.0,Single Family Residential,,67.0,46.0,"26 Martin Ter #1,Woodbridge Proper, NJ 07095",Woodbridge Proper, 07095
335000,2.0,2.0,1118.0,0,1,5.0,5279.0,Condo/Co-op,1985,26.0,28.0,"168 Wycoff Way #168,East Brunswick, NJ 08816",East Brunswick, 08816
640000,4.0,2.5,,1,1,11.0,11109.0,Single Family Residential,,79.0,51.0,"2411 Plainfield Ave,South Plainfield, NJ 07080",South Plainfield, 07080
199000,,,,1,0,,3082.0,Other,,46.0,45.0,"1758 S 2nd St,Piscataway, NJ 08854",Piscataway, 08854
389900,2.0,2.0,1404.0,1,1,6.0,3558.0,Single Family Residential,1983,14.0,28.0,"12A Scarborough Rd,Monroe, NJ 08831",Monroe, 08831
674500,4.0,3.0,1590.0,1,0,13.0,8741.0,Single Family Residential,1910,66.0,69.0,"15 Cleveland Ave,Highland Park, NJ 08904",Highland Park, 08904
720000,4.0,3.0,2216.0,0,0,10.0,12267.0,Single Family Residential,1952,71.0,45.0,"18 Baxter Rd,Edison, NJ 08817",Edison, 08817
525000,3.0,2.5,1575.0,1,1,7.0,10193.0,Condo/Co-op,2000,36.0,33.0,"40 Jared Dr,North Brunswick, NJ 08902",North Brunswick, 08902
249900,2.0,1.5,1130.0,1,0,,3313.0,Condo/Co-op,,28.0,42.0,"1310 Bradley Ct #2,Princeton, NJ 08540",Princeton, 08540
210000,3.0,2.0,1396.0,0,0,5.0,4000.0,Single Family Residential,,84.0,77.0,"128B Remsen Ave #2,New Brunswick, NJ 08901",New Brunswick, 08901
799000,3.0,2.0,2357.0,1,1,,14473.0,Single Family Residential,1962,35.0,38.0,"15 Devon Rd,Edison, NJ 08820",Edison, 08820
165000,1.0,1.0,756.0,0,0,4.0,3724.0,Condo/Co-op,1964,50.0,44.0,"289 Main St Unit 6H,Spotswood, NJ 08884",Spotswood, 08884
327000,3.0,1.0,,1,0,6.0,3811.0,Single Family Residential,1900,88.0,73.0,"238 Baldwin St,New Brunswick, NJ 08901",New Brunswick, 08901
629900,3.0,3.0,2294.0,1,1,,11402.0,Single Family Residential,2005,5.0,27.0,"29 Copernicus Ct,Cranbury, NJ 08512",Cranbury, 08512
399900,2.0,2.5,1676.0,1,0,5.0,6624.0,Single Family Residential,1982,38.0,32.0,"344 Jester Ct,Old Bridge, NJ 08857",Old Bridge, 08857
679900,3.0,2.5,2699.0,1,1,7.0,3245.0,Vacant Land,,5.0,21.0,"115 Valentino Dr,Old Bridge, NJ 08857",Old Bridge, 08857
449000,3.0,2.0,1802.0,0,1,6.0,4739.0,Condo/Co-op,,18.0,28.0,"241A Vernon Rd,Monroe, NJ 08831",Monroe, 08831
399900,4.0,1.0,1152.0,1,0,6.0,6509.0,Single Family Residential,1960,62.0,42.0,"824 S Washington Ave,Piscataway, NJ 08854",Piscataway, 08854
649900,4.0,3.0,1562.0,0,1,8.0,11307.0,Single Family Residential,1961,18.0,39.0,"11 Hallo St,Edison, NJ 08837",Edison, 08837
350000,2.0,2.0,1041.0,0,0,5.0,4940.0,Single Family Residential,1982,40.0,34.0,"289 Bishop Ct,Old Bridge, NJ 08857",Old Bridge, 08857
619000,3.0,2.5,2059.0,1,1,8.0,9486.0,Single Family Residential,1990,3.0,28.0,"103 Fairway Blvd,Monroe, NJ 08831",Monroe, 08831
640000,5.0,3.5,2948.0,1,1,8.0,14875.0,Single Family Residential,1916,79.0,48.0,"209 Mawbey St,Woodbridge Proper, NJ 07095",Woodbridge Proper, 07095
874990,3.0,2.5,2653.0,1,0,,,,,0.0,25.0,"Peachtree II Plan,Old Bridge, NJ 08857",Old Bridge, 08857
853995,2.0,2.0,2272.0,1,0,,,,,6.0,26.0,"Chesterlyn Plan,Cranbury, NJ 08512",Cranbury, 08512
299980,1.0,1.0,,1,0,6.0,5329.0,Single Family Residential,,59.0,41.0,"135 Main St,Sayreville, NJ 08872",Sayreville, 08872
450000,3.0,1.0,1392.0,1,1,7.0,8703.0,Single Family Residential,1963,19.0,29.0,"120 Clyne Ave,Spotswood, NJ 08884",Spotswood, 08884
986995,3.0,3.0,3235.0,1,0,,,,,6.0,26.0,"Collingsworth Plan,Cranbury, NJ 08512",Cranbury, 08512
495000,3.0,1.0,,1,1,8.0,7135.0,Single Family Residential,,45.0,40.0,"2047 Greenwich St,South Plainfield, NJ 07080",South Plainfield, 07080
1750000,5.0,3.5,3814.0,1,1,12.0,3481.0,Single Family Residential,,17.0,20.0,"4120-4122 Route 27 #27,Princeton, NJ 08540",Princeton, 08540
1899900,5.0,5.5,5882.0,1,1,12.0,34230.0,Single Family Residential,2008,15.0,16.0,"12 Hayduk Dr,Edison, NJ 08820",Edison, 08820
425000,2.0,1.0,,1,1,5.0,4454.0,Single Family Residential,,51.0,28.0,"475 Washington Rd,Sayreville, NJ 08872",Sayreville, 08872
589900,3.0,1.5,,1,0,,,Single Family Residential,1966,43.0,38.0,"115 Janice Dr,Spotswood Boro, NJ 08884",Spotswood Boro, 08884
489900,3.0,2.5,1944.0,1,1,7.0,8567.0,Single Family Residential,,24.0,29.0,"41 Woods Edge Ct,Sayreville, NJ 08859",Sayreville, 08859
448900,3.0,2.0,,0,0,8.0,7253.0,Single Family Residential,,29.0,22.0,"36 Kendall Dr,Sayreville, NJ 08859",Sayreville, 08859
379900,2.0,2.0,1304.0,0,1,5.0,2776.0,Condo/Co-op,1977,20.0,28.0,"267B Glen Rd Unit 267B,Monroe, NJ 08831",Monroe, 08831
324999,3.0,2.0,1222.0,0,0,3.0,3099.0,Condo/Co-op,,43.0,45.0,"1123 Edpas Rd,New Brunswick, NJ 08901",New Brunswick, 08901
208379,2.0,1.0,,1,0,5.0,3600.0,Condo/Co-op,,84.0,77.0,"128 Remsen Ave Unit A,New Brunswick, NJ 08901",New Brunswick, 08901
424900,3.0,2.5,,1,1,6.0,6759.0,Single Family Residential,1910,69.0,48.0,"36 Lincoln Ave,Carteret, NJ 07008",Carteret, 07008
824900,5.0,4.5,5300.0,1,1,10.0,33158.0,Single Family Residential,1991,7.0,25.0,"8 Golden Pond Dr,East Brunswick, NJ 08850",East Brunswick, 08850
588888,4.0,3.0,1331.0,1,1,8.0,6806.0,Single Family Residential,1947,57.0,36.0,"112 Plainfield Ave,Piscataway, NJ 08854",Piscataway, 08854
899900,4.0,3.5,2591.0,1,1,11.0,18674.0,Single Family Residential,2003,49.0,31.0,"7 Hawk Ct,East Brunswick, NJ 08816",East Brunswick, 08816
799990,4.0,4.0,3106.0,0,1,11.0,9208.0,Single Family Residential,2017,5.0,19.0,"41 Inverness Dr,South Brunswick, NJ 08824",South Brunswick, 08824
670000,3.0,2.5,2825.0,1,1,,3766.0,Vacant Land,,7.0,45.0,"44 Riverwalk,Plainsboro, NJ 08536",Plainsboro, 08536
713000,3.0,2.5,2955.0,1,1,,,Vacant Land,2020,7.0,45.0,"12 Riverwalk,Plainsboro, NJ 08536",Plainsboro, 08536
900000,5.0,2.5,,1,1,10.0,14123.0,Single Family Residential,,32.0,29.0,"40 Fritz Dr,Sayreville, NJ 08872",Sayreville, 08872
629000,5.0,2.0,,1,1,12.0,10130.0,Single Family Residential,,52.0,45.0,"1310 Hamilton Blvd,Middlesex, NJ 07080",Middlesex, 07080
599000,,,4625.0,1,1,10.0,7273.0,Single Family Residential,1910,66.0,57.0,"17 Player Ave,Edison, NJ 08817",Edison, 08817
359000,4.0,1.5,1364.0,1,1,6.0,7000.0,Single Family Residential,,87.0,48.0,"141 Brighton Ave,Perth Amboy, NJ 08861",Perth Amboy, 08861
519900,3.0,1.5,,1,1,8.0,9055.0,Single Family Residential,1979,2.0,29.0,"15 Snowdrift Dr,Piscataway, NJ 08854",Piscataway, 08854
379900,2.0,1.0,,1,0,6.0,5745.0,Single Family Residential,,57.0,39.0,"24 Hart St,Sayreville, NJ 08872",Sayreville, 08872
440000,3.0,1.0,1238.0,1,1,7.0,6515.0,Single Family Residential,1910,78.0,56.0,"162 Prigmore St,East Brunswick, NJ 08816",East Brunswick, 08816
279500,2.0,2.0,,0,1,5.0,2373.0,Single Family Residential,,18.0,31.0,"83 Winthrop Dr Unit C,Monroe, NJ 08831",Monroe, 08831
550000,3.0,2.5,1682.0,1,1,8.0,9312.0,Single Family Residential,1969,58.0,42.0,"678 Gornik Dr,Perth Amboy, NJ 08861",Perth Amboy, 08861
579000,5.0,4.0,,0,1,13.0,12640.0,Single Family Residential,1981,43.0,37.0,"868 Inman Ave,Edison, NJ 08820",Edison, 08820
579900,4.0,3.0,2888.0,1,0,,,Single Family Residential,,34.0,33.0,"507 Jordan Way,Monroe Twp., NJ 08831-3777",Monroe Twp., 08831-3777
350000,2.0,2.0,1528.0,0,1,6.0,2330.0,Single Family Residential,,22.0,29.0,"D James Buchanan Dr,Monroe, NJ 08831",Monroe, 08831
545000,3.0,2.5,1790.0,1,0,7.0,6078.0,Single Family Residential,1952,17.0,10.0,"42 Wilcox Rd,New Brunswick, NJ 08901",New Brunswick, 08901
899900,4.0,3.5,2591.0,1,0,,,Single Family Residential,,49.0,31.0,"7 Hawk Ct #7,East Brunswick Twp., NJ 08816-2274",East Brunswick Twp., 08816-2274
389000,4.0,2.0,2386.0,1,0,8.0,8987.0,Single Family Residential,1914,73.0,55.0,"226 John St,South Amboy, NJ 08879",South Amboy, 08879
420000,3.0,1.5,,1,1,8.0,8761.0,Single Family Residential,1957,60.0,39.0,"5 E Stratford Rd,East Brunswick, NJ 08816",East Brunswick, 08816
220000,2.0,1.0,,0,0,4.0,5064.0,Condo/Co-op,,25.0,42.0,"312 College Dr,Edison, NJ 08817",Edison, 08817
539000,3.0,1.5,1305.0,1,1,8.0,10068.0,Single Family Residential,1957,31.0,30.0,"22 Rieder Rd,Spotswood, NJ 08884",Spotswood, 08884
298000,,,,1,1,,,Single Family Residential,,80.0,51.0,"0 First St,Dunellen, NJ 08812",Dunellen, 08812
546000,2.0,2.5,1714.0,1,0,6.0,7327.0,Single Family Residential,1991,16.0,26.0,"57 Joann Ct,South Brunswick, NJ 08852",South Brunswick, 08852
194999,2.0,2.0,1152.0,0,0,8.0,,Mobile/Manufactured Home,,24.0,33.0,"11 Dickens Rd,North Brunswick, NJ 08902",North Brunswick, 08902
425000,3.0,1.5,1394.0,1,0,6.0,7122.0,Single Family Residential,1961,66.0,51.0,"12 Cedar Ave,Middlesex, NJ 08846",Middlesex, 08846
995000,,,,1,0,,,Multi-Family (2-4 Unit),,74.0,43.0,"151 Hillside Ave,South River, NJ 08882",South River, 08882
120000,1.0,1.0,802.0,1,0,,5496.0,Condo/Co-op,,43.0,62.0,"2335 Windrow Dr,Princeton, NJ 08540",Princeton, 08540
239000,2.0,1.0,,1,0,,,Condo/Co-op,,28.0,41.0,"288 College Dr,Edison Twp., NJ 08817-5998",Edison Twp., 08817-5998
299000,2.0,2.0,,0,0,6.0,2944.0,Single Family Residential,,26.0,31.0,"532A Old Nassau Rd,Monroe, NJ 08831",Monroe, 08831
699000,5.0,2.5,2536.0,1,1,8.0,13730.0,Single Family Residential,1970,40.0,42.0,"57 S Brook Dr,Milltown, NJ 08850",Milltown, 08850
465000,4.0,1.0,,1,1,7.0,8281.0,Single Family Residential,1944,71.0,45.0,"325 Desota Ave,Woodbridge Proper, NJ 07095",Woodbridge Proper, 07095
939990,6.0,3.5,,1,0,,,Single Family Residential,1964,43.0,41.0,"11 Stillwell Rd,South Brunswick Twp., NJ 08824-1422",South Brunswick Twp., 08824-1422
829900,4.0,2.5,2293.0,1,1,,12405.0,Single Family Residential,1997,19.0,31.0,"22 Putnam Rd,Monmouth Junction, NJ 08852",Monmouth Junction, 08852
469000,3.0,1.5,1522.0,0,1,8.0,8864.0,Single Family Residential,1956,73.0,62.0,"396 S 7th Ave,Highland Park, NJ 08904",Highland Park, 08904
399000,2.0,2.0,1668.0,0,1,6.0,6946.0,Condo/Co-op,2007,57.0,33.0,"3402 Cedar Village Blvd #402,East Brunswick, NJ 08816",East Brunswick, 08816
1375000,5.0,4.0,,1,1,12.0,19577.0,Single Family Residential,2003,2.0,23.0,"22 Dominic Dr,Monroe, NJ 08831",Monroe, 08831
479500,6.0,2.5,1798.0,1,0,8.0,7878.0,Single Family Residential,1952,71.0,49.0,"104 Schuyler Dr,Edison, NJ 08817",Edison, 08817
339900,2.0,2.5,,1,0,4.0,6083.0,Single Family Residential,,29.0,25.0,"42 Delikat Ln,Sayreville, NJ 08872",Sayreville, 08872
414900,2.0,2.0,1176.0,0,0,5.0,4479.0,Condo/Co-op,,47.0,31.0,"19 Lindsey Cir,Old Bridge, NJ 08857",Old Bridge, 08857
971995,3.0,3.0,3037.0,1,0,,,,,6.0,26.0,"Elmsleigh Plan,Cranbury, NJ 08512",Cranbury, 08512
439999,3.0,1.5,,1,0,10.0,6537.0,Single Family Residential,1960,40.0,39.0,"109 Bentley Ave,Old Bridge, NJ 08857",Old Bridge, 08857
300000,1.0,1.0,508.0,1,0,7.0,4997.0,Single Family Residential,,67.0,43.0,"118 Sharon Garden Ct,Woodbridge Proper, NJ 07095",Woodbridge Proper, 07095
850000,,,2240.0,1,1,15.0,12366.0,Multi-Family (2-4 Unit),1962,65.0,46.0,"57 Van Buren Ave,Metuchen, NJ 08840",Metuchen, 08840
450000,4.0,2.0,1368.0,0,0,7.0,7327.0,Single Family Residential,1951,53.0,40.0,"56 Elliot Pl,Edison, NJ 08817",Edison, 08817
535000,3.0,3.0,2576.0,1,1,,6539.0,Townhouse,1999,9.0,20.0,"26 Stonewyck Pl,Monroe Township, NJ 08831",Monroe Township, 08831
1500000,,,,1,0,,,Vacant Land,,35.0,30.0,"0 Andrejewski Ave,South Amboy, NJ 08879",South Amboy, 08879
950000,4.0,3.5,3566.0,1,1,,18516.0,Single Family Residential,1987,0.0,25.0,"106 N Bergen Mills Rd,Monroe Township, NJ 08831",Monroe Township, 08831
699900,5.0,2.0,1821.0,1,1,8.0,12007.0,Single Family Residential,1962,6.0,26.0,"9 Mitchell Ave,East Brunswick, NJ 08816",East Brunswick, 08816
199000,,,,1,0,,,Single Family Residential,,50.0,47.0,"1762 S 2nd St,Piscataway, NJ 08854",Piscataway, 08854
399000,,,,1,1,,2779.0,Vacant Land,,3.0,27.0,"4 Parkview Ct,South Brunswick, NJ 08902",South Brunswick, 08902
1299000,4.0,3.5,,1,0,,,Single Family Residential,2000,6.0,4.0,"15 Spruce Hollow Rd,Green Brook Twp., NJ 08812-1835",Green Brook Twp., 08812-1835
549900,4.0,2.5,,1,1,8.0,8720.0,Single Family Residential,1948,48.0,39.0,"9 Howard St,Milltown, NJ 08850",Milltown, 08850
680000,4.0,3.5,3076.0,1,1,9.0,15626.0,Single Family Residential,1969,15.0,10.0,"917 Hoover Dr,North Brunswick, NJ 08902",North Brunswick, 08902
499000,4.0,1.5,1960.0,1,1,8.0,9568.0,Single Family Residential,1930,67.0,36.0,"316 S Pine Ave,South Amboy, NJ 08879",South Amboy, 08879
629995,,,2240.0,1,1,4.0,10348.0,Single Family Residential,1981,64.0,51.0,"56 1st St,Perth Amboy, NJ 08861",Perth Amboy, 08861
549900,3.0,3.0,1644.0,0,1,6.0,8201.0,Single Family Residential,1985,47.0,40.0,"3 Worth St,Jamesburg, NJ 08831",Jamesburg, 08831
499000,,,,1,1,,4534.0,Other,,14.0,29.0,"169 Applegarth Rd,Monroe, NJ 08831",Monroe, 08831
649000,,,,1,1,14.0,10597.0,Single Family Residential,1950,50.0,36.0,"200 Lincoln St,South Amboy, NJ 08879",South Amboy, 08879
1799900,5.0,5.5,1356.0,1,1,14.0,9951.0,Other,1951,37.0,35.0,"21 Williams Rd,Edison, NJ 08820",Edison, 08820
475000,4.0,3.5,,1,1,7.0,9195.0,Single Family Residential,,58.0,44.0,"4301 N Oaks Blvd N #4301,North Brunswick, NJ 08902",North Brunswick, 08902
685490,3.0,2.0,1925.0,1,0,,,,,8.0,30.0,"Seville I Plan,Monroe Township, NJ 08831",Monroe Township, 08831
735990,4.0,3.0,2510.0,1,0,,,,,8.0,30.0,"Seville II Plan,Monroe Township, NJ 08831",Monroe Township, 08831
649900,4.0,2.0,,1,1,11.0,6437.0,Single Family Residential,1952,18.0,28.0,"95 Tunison Rd,New Brunswick, NJ 08901",New Brunswick, 08901
689000,,,,1,0,13.0,11325.0,Single Family Residential,1920,72.0,68.0,"40 Baldwin St,New Brunswick, NJ 08901",New Brunswick, 08901
597000,3.0,2.5,1809.0,0,1,10.0,11649.0,Single Family Residential,1984,36.0,32.0,"18 Heather Dr,Edison, NJ 08820",Edison, 08820
765000,4.0,2.5,3404.0,1,1,10.0,15300.0,Single Family Residential,1971,8.0,30.0,"169 Fern Rd,East Brunswick, NJ 08816",East Brunswick, 08816
675000,4.0,2.5,2310.0,1,1,8.0,12101.0,Single Family Residential,1979,29.0,31.0,"8 Meredith Rd,Edison, NJ 08817",Edison, 08817
1129000,5.0,3.5,3420.0,1,1,12.0,18799.0,Single Family Residential,1928,40.0,36.0,"32 Oak Hills Rd,Edison, NJ 08820",Edison, 08820
500000,4.0,2.0,1568.0,1,0,9.0,8247.0,Single Family Residential,1949,68.0,47.0,"551 Colgate Ave,Perth Amboy, NJ 08861",Perth Amboy, 08861
650000,4.0,2.5,1899.0,1,1,8.0,9887.0,Single Family Residential,1994,6.0,31.0,"25 Veronica Ct,Old Bridge, NJ 08857",Old Bridge, 08857
300000,3.0,1.0,,1,0,6.0,5724.0,Single Family Residential,,55.0,45.0,"638 Bergen St,South Plainfield, NJ 07080",South Plainfield, 07080
1799900,5.0,5.0,,1,1,23.0,24040.0,Single Family Residential,2001,33.0,28.0,"7 Pershing Ct,North Brunswick, NJ 08902",North Brunswick, 08902
799900,4.0,3.5,3052.0,1,1,10.0,15025.0,Single Family Residential,1986,10.0,33.0,"15 Wood Lake Ct,North Brunswick, NJ 08902",North Brunswick, 08902
565000,,,1920.0,1,0,,8005.0,Single Family Residential,1822,94.0,64.0,"43 Division St,New Brunswick, NJ 08901",New Brunswick, 08901
255000,,,,1,0,,,Single Family Residential,,63.0,45.0,"68 Virginia St,South River, NJ 08882",South River, 08882
2250000,5.0,7.5,6015.0,1,1,20.0,44671.0,Single Family Residential,2004,17.0,28.0,"21 Southfield Rd,Edison, NJ 08820",Edison, 08820
374959,3.0,2.0,624.0,1,0,3.0,5741.0,Single Family Residential,1949,52.0,41.0,"21 Winans Ave,Piscataway, NJ 08854",Piscataway, 08854
699900,4.0,2.5,2153.0,1,1,8.0,12641.0,Single Family Residential,1962,64.0,35.0,"7 Blueberry Dr,Milltown, NJ 08850",Milltown, 08850
514900,2.0,2.0,1447.0,1,1,8.0,4249.0,Single Family Residential,1927,54.0,53.0,"830 Amboy Ave,Edison, NJ 08837",Edison, 08837
514000,4.0,1.0,,1,1,6.0,7824.0,Single Family Residential,1948,41.0,42.0,"6 Roosevelt Ave,East Brunswick, NJ 08816",East Brunswick, 08816
340000,2.0,2.0,1335.0,0,0,6.0,6413.0,Condo/Co-op,2006,56.0,36.0,"540 Cranbury Rd #334,East Brunswick, NJ 08816",East Brunswick, 08816
490000,2.0,2.0,1896.0,0,1,7.0,5382.0,Single Family Residential,1983,33.0,30.0,"38 Yorkshire Dr,Monroe, NJ 08831",Monroe, 08831
739000,4.0,4.0,2000.0,1,1,7.0,12000.0,Other,,42.0,47.0,"16 S Main St,Edison, NJ 08837",Edison, 08837
414900,2.0,2.0,1176.0,0,0,,2022.0,Condo/Co-op,1984,47.0,31.0,"19 Lindsey Cir #19,Old Bridge, NJ 08857",Old Bridge, 08857
449000,4.0,1.0,1352.0,1,1,7.0,10205.0,Single Family Residential,1941,51.0,28.0,"255 Highland Dr,Milltown, NJ 08850",Milltown, 08850
440000,2.0,2.5,1714.0,1,0,7.0,7870.0,Single Family Residential,1989,27.0,29.0,"34 Dawn Ct,South Brunswick, NJ 08852",South Brunswick, 08852
850000,4.0,3.0,2200.0,0,1,8.0,12349.0,Single Family Residential,1978,46.0,46.0,"28 Baltic St,Edison, NJ 08820",Edison, 08820
273000,,,,1,0,,,Single Family Residential,,70.0,50.0,"23 Catherine St,Carteret, NJ 07008",Carteret, 07008
1200000,5.0,3.5,3911.0,1,1,10.0,30000.0,Single Family Residential,,4.0,26.0,"24 Lantern Ln NE,East Brunswick, NJ 08816",East Brunswick, 08816
479000,4.0,2.0,,1,1,8.0,7301.0,Single Family Residential,1972,9.0,35.0,"273 Hanson Ave,Piscataway, NJ 08854",Piscataway, 08854
789990,3.0,3.5,2913.0,1,0,,,,,6.0,26.0,"29 Fillmore Dr,Monroe Township, NJ 08831",Monroe Township, 08831
669900,3.0,2.5,2699.0,1,0,,,,,2.0,26.0,"The Maple Plan,Old Bridge, NJ 08857",Old Bridge, 08857
799990,3.0,3.5,2913.0,1,0,,,,,5.0,26.0,"21 Fillmore Dr,Monroe Township, NJ 08831",Monroe Township, 08831
767990,3.0,3.5,2913.0,1,0,,,,,8.0,30.0,"Belmont Plan,Monroe Township, NJ 08831",Monroe Township, 08831
624999,5.0,2.0,1710.0,1,0,9.0,9492.0,Single Family Residential,,37.0,32.0,"43 Creighton Cir,Old Bridge, NJ 08857",Old Bridge, 08857
450000,2.0,2.0,1306.0,0,0,7.0,6767.0,Condo/Co-op,2021,1.0,24.0,"726 Stiller Ln #726,Monroe, NJ 08831",Monroe, 08831
2195000,5.0,5.5,,1,1,17.0,7264.0,Vacant Land,,2.0,19.0,"16 Majestic Woods Dr,Monroe, NJ 08831",Monroe, 08831
444900,3.0,2.0,,0,0,6.0,5605.0,Single Family Residential,,56.0,43.0,"229 Park Ave,Old Bridge, NJ 08857",Old Bridge, 08857
1100000,4.0,3.0,2787.0,1,1,10.0,13667.0,Single Family Residential,2003,32.0,34.0,"11 Markham Cir,Old Bridge, NJ 08857",Old Bridge, 08857
449000,3.0,2.0,,1,1,8.0,9942.0,Single Family Residential,1943,83.0,46.0,"178 Bergen St,Woodbridge Proper, NJ 07095",Woodbridge Proper, 07095
475000,3.0,1.5,1581.0,1,1,7.0,9780.0,Single Family Residential,1916,75.0,47.0,"113 High St,Woodbridge Proper, NJ 07095",Woodbridge Proper, 07095
397000,3.0,2.0,1510.0,1,0,8.0,12171.0,Single Family Residential,1920,89.0,77.0,"330 Summit Pl,Highland Park, NJ 08904",Highland Park, 08904
